decimalLatitude,decimalLongitude,year,stateProvince
-33.94405,151.24454,2017.0,New South Wales
-32.27366,146.676274,2000.0,New South Wales
-34.0,151.1,2025.0,New South Wales
-33.4,150.9,2023.0,New South Wales
-31.450463,151.13839,2019.0,New South Wales
-32.585516,151.939451,2024.0,New South Wales
-34.361801,145.883182,2005.0,New South Wales
-33.419015,150.262991,2015.0,New South Wales
-36.051519,148.326233,2021.0,New South Wales
-31.065976,141.761969,2022.0,New South Wales
-33.872635,151.21831,2024.0,New South Wales
-32.253889,148.60778,2024.0,New South Wales
-35.412331,149.536147,2004.0,New South Wales
-30.739956,150.262371,2022.0,New South Wales
-35.0,149.9,2020.0,New South Wales
-33.715171,150.447852,2003.0,New South Wales
-33.780718,150.707736,2025.0,New South Wales
-32.06324,151.6887,2014.0,New South Wales
-35.529667,144.961344,1996.0,New South Wales
-33.878932,150.999565,2024.0,New South Wales
-33.835121,151.008817,2024.0,New South Wales
-35.852999,147.45814,2022.0,New South Wales
-35.670813,150.267198,2025.0,New South Wales
-33.9464,151.013217,2020.0,New South Wales
-29.4,153.3,2016.0,New South Wales
-33.430165,150.260458,2016.0,New South Wales
-30.393651,149.227782,2007.0,New South Wales
-30.457512,149.194688,2020.0,New South Wales
-34.482431,150.538089,2016.0,New South Wales
-33.18402,149.14931,2014.0,New South Wales
-30.53861,150.157707,2023.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-33.808772,151.297103,2022.0,New South Wales
-33.291311,151.212139,2005.0,New South Wales
-29.1,152.0,2025.0,New South Wales
-33.763246,151.266019,2023.0,New South Wales
-32.40451,151.957039,,New South Wales
-31.050583,152.374165,2022.0,New South Wales
-37.429003,149.937409,,New South Wales
-35.784484,147.777606,2022.0,New South Wales
-33.257107,151.487407,2000.0,New South Wales
-29.548651,149.700866,1977.0,New South Wales
-34.483098,150.424455,2020.0,New South Wales
-33.723807,151.09599,2021.0,New South Wales
-36.357541,149.747878,2024.0,New South Wales
-31.1,150.9,2020.0,New South Wales
-30.592017,149.153683,2019.0,New South Wales
-30.609506,149.23442,2021.0,New South Wales
-32.2,148.5,2024.0,New South Wales
-32.330482,151.940735,,New South Wales
-36.758729,149.409855,1990.0,New South Wales
-32.987661,151.582987,2005.0,New South Wales
-33.411914,150.252152,2016.0,New South Wales
-32.285386,152.025345,2024.0,New South Wales
-31.84243,151.6182,2014.0,New South Wales
-36.65308,149.42747,2013.0,New South Wales
-33.7,150.8,2024.0,New South Wales
-33.0,148.6,2023.0,New South Wales
-32.626,150.7407,2018.0,New South Wales
-35.94373,148.92001,2013.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-33.399075,146.001827,2024.0,New South Wales
-30.545839,149.124897,2017.0,New South Wales
-35.9,150.0,2025.0,New South Wales
-33.04055,150.023254,2024.0,New South Wales
-36.937613,149.875764,,New South Wales
-28.3,153.5,2019.0,New South Wales
-30.545839,149.124897,2022.0,New South Wales
-34.5,145.2,2017.0,New South Wales
-30.658014,149.205774,2018.0,New South Wales
-32.239574,151.265726,,New South Wales
-37.145498,149.849853,1986.0,New South Wales
-32.490565,145.606123,2025.0,New South Wales
-31.7,148.6,2022.0,New South Wales
-33.882477,150.960192,2025.0,New South Wales
-30.545839,149.124897,2019.0,New South Wales
-34.18317,142.671716,2016.0,New South Wales
-31.165173,152.365492,2022.0,New South Wales
-34.3,151.0,2015.0,New South Wales
-30.641527,149.193469,2020.0,New South Wales
-29.359423,153.28212,2018.0,New South Wales
-32.96971,150.70485,2014.0,New South Wales
-30.534461,150.125091,2024.0,New South Wales
-36.23692,148.25342,2013.0,New South Wales
-33.9,151.2,2024.0,New South Wales
-34.114969,142.541881,2016.0,New South Wales
-33.920587,151.080824,2024.0,New South Wales
-30.509723,149.408227,2021.0,New South Wales
-33.7,150.9,2021.0,New South Wales
-30.099629,153.163437,2025.0,New South Wales
-37.280032,149.451875,2019.0,New South Wales
-33.18402,149.14931,2014.0,New South Wales
-28.677797,152.757471,2002.0,New South Wales
-34.208707,142.622304,2016.0,New South Wales
-33.7,150.7,2021.0,New South Wales
-30.366299,150.273174,2022.0,New South Wales
-33.3,151.4,2025.0,New South Wales
-37.174697,149.326525,2024.0,New South Wales
-33.92875,151.051662,2021.0,New South Wales
-37.155998,149.409468,1991.0,New South Wales
-36.25429,149.58817,2014.0,New South Wales
-28.8,153.3,2023.0,New South Wales
-33.745408,150.693624,2020.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-37.174005,149.343341,2024.0,New South Wales
-33.832261,151.083861,2023.0,New South Wales
-32.2,151.7,2024.0,New South Wales
-30.546962,149.305822,2017.0,New South Wales
-31.456465,152.130861,2022.0,New South Wales
-33.9318,150.63498,2015.0,New South Wales
-37.159346,149.369845,2024.0,New South Wales
-30.666353,149.133241,2019.0,New South Wales
-33.918189,150.863455,2021.0,New South Wales
-30.636604,149.161806,2020.0,New South Wales
-30.567364,149.229624,2017.0,New South Wales
-31.419488,152.107655,2022.0,New South Wales
-33.379674,150.210172,2018.0,New South Wales
-30.301483,145.166227,2015.0,New South Wales
-35.432,148.77619,2016.0,New South Wales
-28.930839,152.320839,2001.0,New South Wales
-28.4,152.3,2024.0,New South Wales
-33.105096,150.045116,2013.0,New South Wales
-30.4,151.9,2020.0,New South Wales
-37.001984,149.822011,1991.0,New South Wales
-33.9,151.1,2019.0,New South Wales
-30.5,152.8,2016.0,New South Wales
-32.872262,145.748424,2021.0,New South Wales
-29.96154,152.54582,2013.0,New South Wales
-32.2185,149.37014,2012.0,New South Wales
-33.7,150.8,2025.0,New South Wales
-30.393856,149.564853,2007.0,New South Wales
-33.3,151.4,2024.0,New South Wales
-32.719424,148.196342,1996.0,New South Wales
-32.34973,150.10235,2013.0,New South Wales
-34.206086,150.581161,2016.0,New South Wales
-34.071526,149.69177,2022.0,New South Wales
-30.32776,150.856609,2024.0,New South Wales
-33.883204,151.220508,2025.0,New South Wales
-29.133416,152.311801,1999.0,New South Wales
-36.4,148.2,2021.0,New South Wales
-31.049426,152.34718,2022.0,New South Wales
-32.16073,149.715766,2013.0,New South Wales
-30.095019,152.188509,2021.0,New South Wales
-34.137004,149.651229,2022.0,New South Wales
-30.388185,150.23477,2022.0,New South Wales
-35.78298,149.15884,2019.0,New South Wales
