decimalLatitude,decimalLongitude,year,stateProvince
-33.913552,151.225231,2020.0,New South Wales
-34.46865,150.464677,,New South Wales
-31.91372,152.606749,,New South Wales
-35.67099,146.80178,2013.0,New South Wales
-31.94519,150.78709,2012.0,New South Wales
-33.517981,150.830596,2017.0,New South Wales
-30.02914,151.8871,2021.0,New South Wales
-36.55988,148.26448,2014.0,New South Wales
-33.483551,150.176789,2025.0,New South Wales
-30.33645,151.57825,2012.0,New South Wales
-34.08969,149.259911,2017.0,New South Wales
-34.496963,150.709001,2014.0,New South Wales
-33.367345,151.382735,2024.0,New South Wales
-33.91465,150.84276,2017.0,New South Wales
-34.175023,142.477417,2016.0,New South Wales
-36.24347,148.37086,2014.0,New South Wales
-36.910195,149.891566,1991.0,New South Wales
-28.649583,153.46211,,New South Wales
-30.406334,150.24991,2023.0,New South Wales
-33.615427,151.301171,1981.0,New South Wales
-30.739956,150.262371,2022.0,New South Wales
-31.43583,151.47704,2013.0,New South Wales
-34.656766,150.695326,2021.0,New South Wales
-33.34013,151.416183,2025.0,New South Wales
-36.405745,148.412762,,New South Wales
-33.668121,151.156229,2015.0,New South Wales
-30.509723,149.408227,2017.0,New South Wales
-32.293119,151.946173,2018.0,New South Wales
-30.74278,150.249433,2023.0,New South Wales
-35.244712,150.426641,,New South Wales
-31.44018,151.47775,2013.0,New South Wales
-30.33602,151.58358,2012.0,New South Wales
-33.661205,151.293357,2025.0,New South Wales
-36.55988,148.26448,2013.0,New South Wales
-32.5,145.6,1983.0,New South Wales
-29.17946,151.01701,2014.0,New South Wales
-33.361778,150.149483,2016.0,New South Wales
-31.19545,151.093034,,New South Wales
-34.183081,150.278216,2002.0,New South Wales
-34.068048,150.823513,2018.0,New South Wales
-34.51154,148.02838,2012.0,New South Wales
-34.59405,150.844239,,New South Wales
-34.9902,148.38917,2023.0,New South Wales
-33.778893,151.206894,2018.0,New South Wales
-34.015509,150.729866,2022.0,New South Wales
-33.748955,150.864129,2019.0,New South Wales
-30.80173,151.5524,,New South Wales
-34.505163,150.706414,2014.0,New South Wales
-30.41265,153.029195,2007.0,New South Wales
-35.169819,147.973595,2013.0,New South Wales
-33.53374,149.92874,2013.0,New South Wales
-36.20244,149.12725,,New South Wales
-34.549791,150.637949,2014.0,New South Wales
-33.67863,150.75956,2013.0,New South Wales
-33.668121,151.156229,2015.0,New South Wales
-33.734643,150.783994,2024.0,New South Wales
-33.963018,150.865655,,New South Wales
-30.406334,150.24991,2023.0,New South Wales
-35.73825,147.97008,2012.0,New South Wales
-32.62522,149.56793,2012.0,New South Wales
-32.222501,148.564364,2025.0,New South Wales
-34.942652,149.388083,,New South Wales
-34.635319,150.269292,,New South Wales
-31.410149,150.65608,2024.0,New South Wales
-30.984868,150.270935,,New South Wales
-33.955792,150.987003,2015.0,New South Wales
-36.841233,149.760029,,New South Wales
-36.701021,149.898884,,New South Wales
-34.409835,150.534693,2014.0,New South Wales
-33.927596,151.259512,2025.0,New South Wales
-35.92407,149.61795,2014.0,New South Wales
-34.593218,150.592279,,New South Wales
-33.744874,151.005927,2022.0,New South Wales
-34.196234,150.278199,2017.0,New South Wales
-30.456503,151.399791,2017.0,New South Wales
-34.172009,142.445383,2022.0,New South Wales
-33.907777,151.215767,2018.0,New South Wales
-32.291953,151.980032,2024.0,New South Wales
-30.36985,152.30007,2013.0,New South Wales
-36.55988,148.26448,2013.0,New South Wales
-33.645072,151.171373,2015.0,New South Wales
-35.99148,150.148837,2025.0,New South Wales
-30.57343,151.00588,2012.0,New South Wales
-34.201946,142.55971,2017.0,New South Wales
-33.446606,149.80435,,New South Wales
