year,stateProvince,decimalLatitude,decimalLongitude,vernacularName,species
2016,Tasmania,-39.9,143.9,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2018,Victoria,-37.2,147.6,Cat,Felis catus
2016,New South Wales,-36.4,148.8,Cat,Felis catus
2016,Western Australia,-18,124.2,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2024,South Australia,-35.3,138.9,Cat,Felis catus
2017,South Australia,-32.7,138.6,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2026,Tasmania,-39.9,143.9,Cat,Felis catus
2025,New South Wales,-34.4,150.8,Cat,Felis catus
2019,Victoria,-35.8,144.3,Cat,Felis catus
2024,New South Wales,-34.1,150.8,Cat,Felis catus
2026,Tasmania,-39.9,144,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2025,Tasmania,-41.1,147.8,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2025,Victoria,-38.8,143.5,Cat,Felis catus
2017,New South Wales,-28.9,152.8,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2025,Western Australia,-31.4,115.9,Cat,Felis catus
2016,Western Australia,-22.7,117.8,Cat,Felis catus
2015,Victoria,-37.2,147.4,Cat,Felis catus
2025,Queensland,-17.6,145.6,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2024,New South Wales,-28.9,152.3,Cat,Felis catus
2020,Western Australia,-32.7,116.9,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2017,South Australia,-35.7,137.9,Cat,Felis catus
2024,Queensland,-21.7,142.5,Cat,Felis catus
2024,Victoria,-37,145.7,Cat,Felis catus
2023,Tasmania,-42.8,147.2,Cat,Felis catus
2023,South Australia,-31.7,138.5,Cat,Felis catus
2025,New South Wales,-32.1,152.1,Cat,Felis catus
2025,Victoria,-38.4,144.1,Cat,Felis catus
2022,New South Wales,-30.1,145.1,Cat,Felis catus
2024,South Australia,-34.8,139.4,Cat,Felis catus
2017,Western Australia,-20.5,118.6,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2017,Western Australia,-29,115.5,Cat,Felis catus
2023,New South Wales,-33.3,151.4,Cat,Felis catus
2017,Victoria,-37.2,147.4,Cat,Felis catus
2023,Tasmania,-42.8,147.3,Cat,Felis catus
2023,Queensland,-21.5,145.1,Cat,Felis catus
2019,South Australia,-34.7,135.9,Cat,Felis catus
2026,Tasmania,-43.3,147.3,Cat,Felis catus
2023,South Australia,-33.8,138.8,Cat,Felis catus
2024,South Australia,-34.7,135.9,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2024,New South Wales,-33.6,151.2,Cat,Felis catus
2024,New South Wales,-30.3,148.9,Cat,Felis catus
2021,Queensland,-27.1,153.2,Cat,Felis catus
2015,Victoria,-37.2,147.4,Cat,Felis catus
2016,Queensland,-27.5,153.1,Cat,Felis catus
2023,South Australia,-33.8,138.8,Cat,Felis catus
2015,Tasmania,-42.8,147.3,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2022,South Australia,-35.6,139,Cat,Felis catus
2016,Victoria,-37.2,147.4,Cat,Felis catus
2015,South Australia,-35.6,137.6,Cat,Felis catus
2016,New South Wales,-36.4,148.8,Cat,Felis catus
2022,Tasmania,-39.9,143.9,Cat,Felis catus
2021,Victoria,-38.4,144.8,Cat,Felis catus
2023,Western Australia,-21,120.6,Cat,Felis catus
2023,Queensland,-20.1,146.2,Cat,Felis catus
2016,Victoria,-37.2,147.6,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2015,Western Australia,-32,116.1,Cat,Felis catus
2024,Victoria,-38.8,143.5,Cat,Felis catus
2021,Victoria,-37.9,146.9,Cat,Felis catus
2015,Tasmania,-41.1,147.5,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2025,Victoria,-38.8,143.5,Cat,Felis catus
2021,Victoria,-38.4,145.3,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2016,Western Australia,-22.5,113.7,Cat,Felis catus
2024,South Australia,-35.1,136.9,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2016,Western Australia,-26.8,114.6,Cat,Felis catus
2024,South Australia,-34.5,138.3,Cat,Felis catus
2024,South Australia,-34.5,139.1,Cat,Felis catus
2015,New South Wales,-33.8,149.8,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2024,Queensland,-27.5,152.9,Cat,Felis catus
2019,New South Wales,-35,149.9,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2024,Queensland,-25.3,142.4,Cat,Felis catus
2016,Victoria,-37.4,143.9,Cat,Felis catus
2025,Queensland,-22.3,145.1,Cat,Felis catus
2023,Victoria,-38.8,143.5,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2022,New South Wales,-31.3,148.9,Cat,Felis catus
2020,New South Wales,-35,149.9,Cat,Felis catus
2022,New South Wales,-36.4,148.4,Cat,Felis catus
2017,Western Australia,-34.5,116.3,Cat,Felis catus
2024,South Australia,-35.6,138.9,Cat,Felis catus
2023,South Australia,-35.6,139,Cat,Felis catus
2023,Victoria,-38.8,143.5,Cat,Felis catus
2023,New South Wales,-33.3,151.4,Cat,Felis catus
2021,Tasmania,-43.2,147.4,Cat,Felis catus
2020,New South Wales,-35.6,149.2,Cat,Felis catus
2022,Tasmania,-39.9,143.9,Cat,Felis catus
2015,New South Wales,-33.6,151,Cat,Felis catus
2015,Tasmania,-39.9,143.9,Cat,Felis catus
2016,Victoria,-37.2,147.4,Cat,Felis catus
2024,Victoria,-38.8,143.5,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2020,Queensland,-27.1,153.4,Cat,Felis catus
2017,Victoria,-37.2,147.6,Cat,Felis catus
2023,New South Wales,-32.8,152.1,Cat,Felis catus
2023,Western Australia,-28.6,114.6,Cat,Felis catus
2017,Victoria,-37.2,147.6,Cat,Felis catus
2021,Queensland,-22.7,143.6,Cat,Felis catus
2019,Western Australia,-34.5,117.6,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2022,New South Wales,-35.2,149.2,Cat,Felis catus
2023,Tasmania,-43.3,147.1,Cat,Felis catus
2025,Victoria,-37.6,145.1,Cat,Felis catus
2015,Queensland,-26,149.1,Cat,Felis catus
2016,New South Wales,-35,148.8,Cat,Felis catus
2025,Queensland,-28.3,152.1,Cat,Felis catus
2024,South Australia,-34.7,135.4,Cat,Felis catus
2022,New South Wales,-33.3,151.4,Cat,Felis catus
2024,New South Wales,-35.2,149.2,Cat,Felis catus
2020,South Australia,-34.9,138.7,Cat,Felis catus
2015,Victoria,-37.2,147.4,Cat,Felis catus
2023,New South Wales,-32.8,148.2,Cat,Felis catus
2015,New South Wales,-36.7,148.5,Cat,Felis catus
2024,Victoria,-36.8,141.8,Cat,Felis catus
2017,Victoria,-38.7,145.8,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2015,New South Wales,-34,151.1,Cat,Felis catus
2021,Victoria,-36.8,141.8,Cat,Felis catus
2018,New South Wales,-31.4,147.2,Cat,Felis catus
2016,New South Wales,-28.9,152.6,Cat,Felis catus
2016,Western Australia,-18.3,125.6,Cat,Felis catus
2024,Western Australia,-28.6,114.6,Cat,Felis catus
2020,New South Wales,-31.1,151,Cat,Felis catus
2025,Victoria,-39.1,146.4,Cat,Felis catus
2025,South Australia,-33.2,136.4,Cat,Felis catus
2024,South Australia,-34.5,139.1,Cat,Felis catus
2025,Western Australia,-21,120.7,Cat,Felis catus
2014,Western Australia,-17.6,124.9,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2024,Victoria,-38.8,143.5,Cat,Felis catus
2023,New South Wales,-34.1,150.8,Cat,Felis catus
2025,New South Wales,-33.6,151.1,Cat,Felis catus
2022,Tasmania,-41.8,145.6,Cat,Felis catus
2016,Tasmania,-42.1,148.1,Cat,Felis catus
2026,Tasmania,-39.9,143.9,Cat,Felis catus
2016,New South Wales,-29.7,151.7,Cat,Felis catus
2018,Victoria,-37.2,147.8,Cat,Felis catus
2025,Victoria,-38.8,143.5,Cat,Felis catus
2023,New South Wales,-34.1,150.8,Cat,Felis catus
2022,Tasmania,-41.1,147.8,Cat,Felis catus
2022,Tasmania,-42.8,147.5,Cat,Felis catus
2025,Victoria,-37.6,145.7,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2017,Tasmania,-41.5,146.9,Cat,Felis catus
2025,Queensland,-19.7,146.8,Cat,Felis catus
2023,Victoria,-36.8,141.8,Cat,Felis catus
2016,Victoria,-37,145.7,Cat,Felis catus
2024,Victoria,-38.4,144.1,Cat,Felis catus
2020,Queensland,-27.1,153.4,Cat,Felis catus
2016,New South Wales,-35.8,150.2,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2025,Victoria,-38.8,143.7,Cat,Felis catus
2024,New South Wales,-33.4,149.8,Cat,Felis catus
2024,Victoria,-36.8,141.8,Cat,Felis catus
2017,Northern Territory,-12.2,136.8,Cat,Felis catus
2024,Victoria,-38.4,144.1,Cat,Felis catus
2024,New South Wales,-29.5,149.8,Cat,Felis catus
2022,South Australia,-35.6,139,Cat,Felis catus
2016,Tasmania,-41.8,145.6,Cat,Felis catus
2015,Victoria,-37.9,146.1,Cat,Felis catus
2021,Western Australia,-31,115.3,Cat,Felis catus
2025,Victoria,-38.4,144.1,Cat,Felis catus
2016,Western Australia,-32.6,119.7,Cat,Felis catus
2019,Tasmania,-42.8,147.2,Cat,Felis catus
2022,Victoria,-37.9,145.3,Cat,Felis catus
2025,New South Wales,-31.5,145.8,Cat,Felis catus
2020,New South Wales,-31.1,151,Cat,Felis catus
2018,Western Australia,-31.9,117.8,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2015,Victoria,-38.2,142.3,Cat,Felis catus
2025,Queensland,-22.7,143.6,Cat,Felis catus
2019,Tasmania,-42.8,147.2,Cat,Felis catus
2025,South Australia,-34.8,138.7,Cat,Felis catus
2016,Victoria,-35.6,143.9,Cat,Felis catus
2025,New South Wales,-33.6,150.2,Cat,Felis catus
2018,New South Wales,-33.6,151.1,Cat,Felis catus
2024,Victoria,-38,145.8,Cat,Felis catus
2025,South Australia,-32.7,138.1,Cat,Felis catus
2017,Victoria,-37.2,147.6,Cat,Felis catus
2024,South Australia,-33.8,138.8,Cat,Felis catus
2020,South Australia,-34.3,140.5,Cat,Felis catus
2017,Victoria,-37.2,147.4,Cat,Felis catus
2023,Queensland,-20.9,142.1,Cat,Felis catus
2017,Victoria,-37.2,147.4,Cat,Felis catus
2017,New South Wales,-36.7,148.5,Cat,Felis catus
2023,Queensland,-23.9,140.7,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2017,Victoria,-37.2,147.4,Cat,Felis catus
2023,Tasmania,-41.8,145.4,Cat,Felis catus
2015,Tasmania,-39.9,143.9,Cat,Felis catus
2024,Queensland,-22,143.2,Cat,Felis catus
2019,Victoria,-37,145.4,Cat,Felis catus
2025,New South Wales,-33.6,150.2,Cat,Felis catus
2016,Western Australia,-22.2,113.8,Cat,Felis catus
2021,New South Wales,-36.4,148.2,Cat,Felis catus
2024,Victoria,-38.8,143.5,Cat,Felis catus
2024,Victoria,-37.8,141.8,Cat,Felis catus
2024,Western Australia,-29.9,116.8,Cat,Felis catus
2017,New South Wales,-34,151.2,Cat,Felis catus
2016,Victoria,-37.2,147.4,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2017,New South Wales,-35,148.8,Cat,Felis catus
2025,Tasmania,-42.8,147.5,Cat,Felis catus
2017,New South Wales,-33.3,150.7,Cat,Felis catus
2023,Tasmania,-43.2,147.2,Cat,Felis catus
2017,South Australia,-36.3,139.7,Cat,Felis catus
2025,New South Wales,-33.6,150.2,Cat,Felis catus
2024,South Australia,-32.9,134.1,Cat,Felis catus
2015,Tasmania,-43.2,147.4,Cat,Felis catus
2025,Victoria,-38.2,143.3,Cat,Felis catus
2022,Queensland,-20.1,146.1,Cat,Felis catus
2016,New South Wales,-29.7,151.7,Cat,Felis catus
2016,Queensland,-18.3,146.2,Cat,Felis catus
2025,Tasmania,-39.9,143.9,Cat,Felis catus
2025,New South Wales,-33.6,150.2,Cat,Felis catus
2016,New South Wales,-36.4,148.7,Cat,Felis catus
2024,South Australia,-35.3,137,Cat,Felis catus
2024,Victoria,-38.6,142.9,Cat,Felis catus
2017,Tasmania,-41.1,147,Cat,Felis catus
2025,Queensland,-22.7,143.6,Cat,Felis catus
2023,Queensland,-20.9,142.1,Cat,Felis catus
2015,Queensland,-27.5,152,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2014,Victoria,-38.4,144.1,Cat,Felis catus
2023,New South Wales,-36.2,150,Cat,Felis catus
2024,Western Australia,-31.5,119.5,Cat,Felis catus
2025,Tasmania,-42.8,147.4,Cat,Felis catus
2024,Tasmania,-42.8,147.1,Cat,Felis catus
2019,Tasmania,-40.7,145.3,Cat,Felis catus
2021,New South Wales,-36.4,148.2,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2023,Queensland,-20.9,142.2,Cat,Felis catus
2023,Queensland,-22.5,141.3,Cat,Felis catus
2022,Western Australia,-28.6,114.6,Cat,Felis catus
2024,New South Wales,-28.9,152.3,Cat,Felis catus
2016,South Australia,-34.8,138.6,Cat,Felis catus
2018,Queensland,-17.9,146.1,Cat,Felis catus
2016,South Australia,-34.3,140.5,Cat,Felis catus
2016,Queensland,-28.7,151.9,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2016,Victoria,-37.2,147.8,Cat,Felis catus
2025,New South Wales,-33.6,151.2,Cat,Felis catus
2023,Tasmania,-41.8,146.2,Cat,Felis catus
2025,Western Australia,-31.8,118.1,Cat,Felis catus
2015,Queensland,-27.2,151.3,Cat,Felis catus
2026,New South Wales,-34,151.1,Cat,Felis catus
2019,South Australia,-34.7,135.7,Cat,Felis catus
2025,Tasmania,-42.4,148,Cat,Felis catus
2018,Queensland,-27.2,147.6,Cat,Felis catus
2016,Western Australia,-18.3,125.6,Cat,Felis catus
2026,Tasmania,-39.9,143.9,Cat,Felis catus
2024,South Australia,-35.6,138.9,Cat,Felis catus
2025,South Australia,-30,137.9,Cat,Felis catus
2024,South Australia,-34.8,138.6,Cat,Felis catus
2021,Tasmania,-41.4,148.3,Cat,Felis catus
2016,South Australia,-35.6,137.6,Cat,Felis catus
2015,Victoria,-37.2,147.5,Cat,Felis catus
2017,Victoria,-38.4,144.8,Cat,Felis catus
2025,South Australia,-33.9,135.2,Cat,Felis catus
2015,New South Wales,-36.7,148.9,Cat,Felis catus
2018,Tasmania,-41.1,147.5,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2021,New South Wales,-33.6,151,Cat,Felis catus
2021,South Australia,-35.6,137.5,Cat,Felis catus
2018,Victoria,-37,145.7,Cat,Felis catus
2023,New South Wales,-31.4,152.2,Cat,Felis catus
2016,Western Australia,-21.5,123.6,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2015,New South Wales,-36.4,148.6,Cat,Felis catus
2025,Western Australia,-32.7,115.8,Cat,Felis catus
2024,South Australia,-33.5,138.2,Cat,Felis catus
2024,Victoria,-37.8,141.6,Cat,Felis catus
2015,New South Wales,-29,152.1,Cat,Felis catus
2015,Queensland,-26.6,144.2,Cat,Felis catus
2025,Northern Territory,-16.4,131.2,Cat,Felis catus
2025,New South Wales,-33.6,150.7,Cat,Felis catus
2025,New South Wales,-29.3,153,Cat,Felis catus
2018,New South Wales,-36.7,148.5,Cat,Felis catus
2024,New South Wales,-29.3,153,Cat,Felis catus
2020,New South Wales,-33.6,150.3,Cat,Felis catus
2015,Victoria,-38.8,143.5,Cat,Felis catus
2017,Queensland,-28.2,153.2,Cat,Felis catus
2021,Victoria,-38.8,143.6,Cat,Felis catus
2025,New South Wales,-33.6,150.7,Cat,Felis catus
2024,Tasmania,-39.9,143.9,Cat,Felis catus
2017,South Australia,-34.3,140.5,Cat,Felis catus
2020,Tasmania,-42.8,147.2,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2023,Western Australia,-31.5,119.5,Cat,Felis catus
2025,Victoria,-38.2,143,Cat,Felis catus
2022,New South Wales,-29.3,153,Cat,Felis catus
2024,Queensland,-18,145.3,Cat,Felis catus
2019,South Australia,-34.7,135.4,Cat,Felis catus
2016,Victoria,-37.2,147.9,Cat,Felis catus
2015,Western Australia,-22.4,128,Cat,Felis catus
2021,New South Wales,-31.8,150.9,Cat,Felis catus
2016,South Australia,-32.6,134.3,Cat,Felis catus
2017,South Australia,-32.9,134.2,Cat,Felis catus
2016,Tasmania,-41.8,147.5,Cat,Felis catus
2021,New South Wales,-31.3,148.8,Cat,Felis catus
2015,New South Wales,-30.3,153.1,Cat,Felis catus
2020,New South Wales,-33.6,150.3,Cat,Felis catus
2017,South Australia,-35.3,138.9,Cat,Felis catus
2019,South Australia,-31.3,138.4,Cat,Felis catus
2015,Victoria,-37.8,141.6,Cat,Felis catus
2025,Victoria,-38.2,143.1,Cat,Felis catus
2015,South Australia,-35.7,137.6,Cat,Felis catus
2025,New South Wales,-28.8,153.5,Cat,Felis catus
2017,New South Wales,-32.4,149,Cat,Felis catus
2022,Tasmania,-42.8,147.8,Cat,Felis catus
2024,New South Wales,-28.9,152.5,Cat,Felis catus
2020,Queensland,-18.6,140.9,Cat,Felis catus
2016,New South Wales,-31.1,151,Cat,Felis catus
2022,Queensland,-20.1,146.3,Cat,Felis catus
2022,South Australia,-35.7,137.3,Cat,Felis catus
2018,New South Wales,-36.7,148.5,Cat,Felis catus
2024,Western Australia,-31.5,119.5,Cat,Felis catus
2023,Victoria,-37,145.7,Cat,Felis catus
2024,New South Wales,-28.9,152.3,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2020,New South Wales,-35,149.9,Cat,Felis catus
2021,South Australia,-34.7,135.7,Cat,Felis catus
2025,Tasmania,-39.9,144,Cat,Felis catus
2018,New South Wales,-36.7,148.5,Cat,Felis catus
2024,Western Australia,-31.5,119.5,Cat,Felis catus
2019,Queensland,-27.2,151.3,Cat,Felis catus
2017,Victoria,-37.2,147.6,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2016,New South Wales,-32.1,148.7,Cat,Felis catus
2015,South Australia,-36.1,136.7,Cat,Felis catus
2023,South Australia,-35.1,137.4,Cat,Felis catus
2015,New South Wales,-34.5,149.8,Cat,Felis catus
2016,New South Wales,-32.8,151.6,Cat,Felis catus
2023,Tasmania,-43.2,147.2,Cat,Felis catus
2022,Tasmania,-39.9,143.9,Cat,Felis catus
2024,Western Australia,-29.9,116.9,Cat,Felis catus
2023,Queensland,-20.9,142.1,Cat,Felis catus
2022,Western Australia,-28.6,114.6,Cat,Felis catus
2022,Tasmania,-39.9,144.1,Cat,Felis catus
2023,Tasmania,-43.2,147.2,Cat,Felis catus
2025,Western Australia,-33.8,115,Cat,Felis catus
2017,Queensland,-19.2,139.8,Cat,Felis catus
2025,Queensland,-28.3,152.1,Cat,Felis catus
2022,Tasmania,-39.9,143.9,Cat,Felis catus
2015,Tasmania,-39.9,143.9,Cat,Felis catus
2015,New South Wales,-36.4,148.2,Cat,Felis catus
2022,New South Wales,-32.3,150.9,Cat,Felis catus
2025,Tasmania,-41.1,146,Cat,Felis catus
2020,New South Wales,-31.1,151,Cat,Felis catus
2021,Queensland,-26,153,Cat,Felis catus
2025,Tasmania,-39.9,143.8,Cat,Felis catus
2017,Western Australia,-31.7,115.8,Cat,Felis catus
2025,Victoria,-38.8,143.5,Cat,Felis catus
2023,Tasmania,-41.5,146.9,Cat,Felis catus
2025,South Australia,-32.6,134.7,Cat,Felis catus
2019,Queensland,-22.4,148.3,Cat,Felis catus
2022,New South Wales,-33.6,151.1,Cat,Felis catus
2025,Western Australia,-31.5,118.1,Cat,Felis catus
2026,Tasmania,-43.6,146.9,Cat,Felis catus
2013,Western Australia,-22.2,113.9,Cat,Felis catus
2022,Western Australia,-32.7,116.8,Cat,Felis catus
2016,Tasmania,-39.9,143.9,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2023,New South Wales,-30.6,152.2,Cat,Felis catus
2016,Queensland,-27.5,152.1,Cat,Felis catus
2025,Victoria,-38.7,145.8,Cat,Felis catus
2016,Victoria,-37.2,147.7,Cat,Felis catus
2017,New South Wales,-36.7,148.5,Cat,Felis catus
2022,South Australia,-35.3,138.5,Cat,Felis catus
2023,New South Wales,-33.3,151.4,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2022,Victoria,-37.6,144.8,Cat,Felis catus
2024,South Australia,-32.9,134.1,Cat,Felis catus
2018,Western Australia,-30.1,123,Cat,Felis catus
2016,Western Australia,-18.3,125.6,Cat,Felis catus
2015,New South Wales,-34,151.1,Cat,Felis catus
2016,Queensland,-23.8,148.9,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2015,New South Wales,-34.4,150.9,Cat,Felis catus
2022,South Australia,-35.6,138.9,Cat,Felis catus
2019,New South Wales,-30.1,151.7,Cat,Felis catus
2024,New South Wales,-32.8,151.6,Cat,Felis catus
2017,Victoria,-37.2,147.6,Cat,Felis catus
2020,New South Wales,-31.1,151,Cat,Felis catus
2025,New South Wales,-33.3,151.4,Cat,Felis catus
2025,New South Wales,-35.1,150.6,Cat,Felis catus
2022,Victoria,-37.6,145.1,Cat,Felis catus
2019,South Australia,-33.1,138.8,Cat,Felis catus
2017,Western Australia,-32.5,115.8,Cat,Felis catus
2018,New South Wales,-36.7,148.5,Cat,Felis catus
2023,Queensland,-23.3,150.6,Cat,Felis catus
2024,Tasmania,-42.8,147.3,Cat,Felis catus
2024,New South Wales,-33.3,151.4,Cat,Felis catus
2019,Victoria,-37,145.7,Cat,Felis catus
2021,New South Wales,-33.6,151,Cat,Felis catus
2020,New South Wales,-34,151.1,Cat,Felis catus
2017,Western Australia,-18,125.2,Cat,Felis catus
2018,New South Wales,-36.7,148.5,Cat,Felis catus
2022,Tasmania,-42.8,147.5,Cat,Felis catus
2022,South Australia,-35.6,138.9,Cat,Felis catus
2016,Western Australia,-18.3,125.6,Cat,Felis catus
2025,New South Wales,-32.1,151.5,Cat,Felis catus
2025,Tasmania,-42.8,147.5,Cat,Felis catus
2023,Queensland,-20.9,142.1,Cat,Felis catus
2023,New South Wales,-31.4,152.1,Cat,Felis catus
2024,Tasmania,-41.8,145.4,Cat,Felis catus
2015,New South Wales,-32.4,148.6,Cat,Felis catus
2022,Tasmania,-43.2,148,Cat,Felis catus
2025,New South Wales,-36.4,148.4,Cat,Felis catus
2026,Northern Territory,-12.4,130.9,Cat,Felis catus
2023,Queensland,-26.7,153.1,Cat,Felis catus
2018,Western Australia,-34.8,117.7,Cat,Felis catus
2015,Western Australia,-31,115.5,Cat,Felis catus
2024,Queensland,-21.9,143.2,Cat,Felis catus
2025,Victoria,-37,144.1,Cat,Felis catus
2022,South Australia,-35.6,138.9,Cat,Felis catus
2025,New South Wales,-36.4,148.4,Cat,Felis catus
2025,Northern Territory,-12.4,130.9,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2025,Victoria,-38.2,143.3,Cat,Felis catus
2023,Western Australia,-29.2,116,Cat,Felis catus
2021,Victoria,-38.4,144.8,Cat,Felis catus
2015,Queensland,-18.9,146.2,Cat,Felis catus
2016,Western Australia,-22.2,113.9,Cat,Felis catus
2025,Western Australia,-33.5,115.5,Cat,Felis catus
2025,Northern Territory,-12.4,130.9,Cat,Felis catus
2024,New South Wales,-33.6,150.2,Cat,Felis catus
2021,Victoria,-37.7,149.5,Cat,Felis catus
2020,Victoria,-37,145.7,Cat,Felis catus
2025,Victoria,-38.4,144.8,Cat,Felis catus
2021,Western Australia,-17.9,124.6,Cat,Felis catus
2023,Queensland,-20.9,142.2,Cat,Felis catus
2016,South Australia,-33.7,139.1,Cat,Felis catus
2017,Victoria,-37.9,146.7,Cat,Felis catus
2017,South Australia,-31.3,138.5,Cat,Felis catus
2024,South Australia,-34.8,139.2,Cat,Felis catus
2019,Tasmania,-39.9,143.9,Cat,Felis catus
2026,Western Australia,-32.7,115.7,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2018,Tasmania,-41.1,146.1,Cat,Felis catus
2015,New South Wales,-29.3,153.3,Cat,Felis catus
2024,Western Australia,-29.2,116.4,Cat,Felis catus
2017,Western Australia,-34.1,117.3,Cat,Felis catus
2016,Western Australia,-31.3,116,Cat,Felis catus
2023,Tasmania,-39.9,143.9,Cat,Felis catus
2020,New South Wales,-28.5,152.1,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2021,Tasmania,-39.9,143.9,Cat,Felis catus
2024,Tasmania,-39.9,143.9,Cat,Felis catus
2025,Western Australia,-32.7,115.8,Cat,Felis catus
2026,Tasmania,-42.8,147.2,Cat,Felis catus
2024,Queensland,-28.5,149.4,Cat,Felis catus
2017,South Australia,-32.7,138.6,Cat,Felis catus
2025,Tasmania,-41.8,145.4,Cat,Felis catus
2021,New South Wales,-30.5,144,Cat,Felis catus
2024,South Australia,-34,140.8,Cat,Felis catus
2019,New South Wales,-29,152,Cat,Felis catus
2016,Victoria,-38.4,144.1,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2016,Victoria,-37.2,147.9,Cat,Felis catus
2025,Tasmania,-42.8,147.5,Cat,Felis catus
2021,Victoria,-37.7,149.4,Cat,Felis catus
2024,South Australia,-34,140.9,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2016,Victoria,-37.1,143.5,Cat,Felis catus
2025,Tasmania,-39.9,143.9,Cat,Felis catus
2026,Western Australia,-32.7,115.7,Cat,Felis catus
2020,New South Wales,-31.1,151,Cat,Felis catus
2016,South Australia,-32.6,134.3,Cat,Felis catus
2021,New South Wales,-35.4,150.4,Cat,Felis catus
2025,Victoria,-37,144.1,Cat,Felis catus
2025,Tasmania,-41.1,146.8,Cat,Felis catus
2016,Tasmania,-42.5,147.9,Cat,Felis catus
2019,New South Wales,-30.1,150.9,Cat,Felis catus
2022,Queensland,-24.4,150.5,Cat,Felis catus
2022,Western Australia,-28.6,114.6,Cat,Felis catus
2017,New South Wales,-33.6,151,Cat,Felis catus
2025,New South Wales,-33.6,150.2,Cat,Felis catus
2021,Western Australia,-18.5,127.3,Cat,Felis catus
2025,Tasmania,-39.9,143.8,Cat,Felis catus
2024,Tasmania,-39.9,143.9,Cat,Felis catus
2021,South Australia,-30.5,139.2,Cat,Felis catus
2025,Western Australia,-32.7,115.8,Cat,Felis catus
2025,New South Wales,-33.6,150.1,Cat,Felis catus
2025,Northern Territory,-23.7,133.9,Cat,Felis catus
2015,New South Wales,-33.6,150.1,Cat,Felis catus
2024,Victoria,-37,144.2,Cat,Felis catus
2025,South Australia,-35.6,138.9,Cat,Felis catus
2015,Western Australia,-22.2,113.9,Cat,Felis catus
2016,Queensland,-28,151.9,Cat,Felis catus
2023,South Australia,-34.8,138.6,Cat,Felis catus
2024,New South Wales,-28.5,153.5,Cat,Felis catus
