year,stateProvince,decimalLatitude,decimalLongitude,vernacularName,species
2017,Victoria,-38.316003,144.350031,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-35.479958,149.20542,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.107603,144.1726,Rabbit,Oryctolagus cuniculus
2025,Victoria,-37.91677,144.678872,Rabbit,Oryctolagus cuniculus
2024,Victoria,-37.804227,147.800513,Rabbit,Oryctolagus cuniculus
2024,New South Wales,-34.182385,150.991863,Rabbit,Oryctolagus cuniculus
2024,Western Australia,-32.633673,115.6219,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.669423,143.702131,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-33.997526,151.246514,Rabbit,Oryctolagus cuniculus
2011,New South Wales,-28.810032,153.490293,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.318983,143.277174,Rabbit,Oryctolagus cuniculus
2009,New South Wales,-33.49345,149.29184,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.243558,143.992572,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.595555,145.565717,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.318919,143.276148,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.275997,143.249887,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.316891,144.348448,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.175295,141.027138,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.895635,144.450152,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.633847,115.622109,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.896357,144.450449,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.116396,144.634652,Rabbit,Oryctolagus cuniculus
2021,Victoria,-38.439044,145.044411,Rabbit,Oryctolagus cuniculus
2011,Queensland,-17.174744,145.061725,Rabbit,Oryctolagus cuniculus
2024,Tasmania,-41.358876,147.022197,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.532396,143.523511,Rabbit,Oryctolagus cuniculus
2020,Western Australia,-32.718066,116.053736,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.89484,144.450137,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.394269,143.307183,Rabbit,Oryctolagus cuniculus
2023,Western Australia,-32.769438,115.666018,Rabbit,Oryctolagus cuniculus
2016,Victoria,-34.975274,142.181443,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.089469,144.271095,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.153058,143.356005,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.273859,144.475655,Rabbit,Oryctolagus cuniculus
2018,Queensland,-14.604847,143.701172,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.892357,144.449074,Rabbit,Oryctolagus cuniculus
2020,New South Wales,-34.059732,150.778637,Rabbit,Oryctolagus cuniculus
2021,Tasmania,-43.050722,147.246373,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.005534,144.39962,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.253521,144.137714,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.255891,144.219447,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.508987,142.36662,Rabbit,Oryctolagus cuniculus
2009,Victoria,-36.65,144.55,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.125748,145.86926,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.258989,144.281026,Rabbit,Oryctolagus cuniculus
2024,Western Australia,-34.920787,118.214094,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.281883,144.16302,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-33.750891,151.164369,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.404686,144.859845,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.698715,145.862223,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.674626,145.6161,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.327628,145.290297,Rabbit,Oryctolagus cuniculus
2021,Tasmania,-42.847167,147.424523,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.605111,115.636953,Rabbit,Oryctolagus cuniculus
2017,Australian Capital Territory,-35.2791,149.154,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.272031,144.466359,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.465459,143.320962,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.247882,144.204199,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-33.770355,151.138539,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.153184,143.35598,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.009408,141.100185,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.978137,142.831427,Rabbit,Oryctolagus cuniculus
2022,South Australia,-34.9334,138.859,Rabbit,Oryctolagus cuniculus
2023,New South Wales,-33.894324,150.819293,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-34.971259,147.575221,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.677271,145.785444,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.315824,144.353918,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.245883,143.302669,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.229591,143.992771,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.115649,144.631906,Rabbit,Oryctolagus cuniculus
2019,Western Australia,-32.748237,115.871922,Rabbit,Oryctolagus cuniculus
2011,South Australia,-35.065621,138.692186,Rabbit,Oryctolagus cuniculus
2023,New South Wales,-35.065544,150.652824,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.63378,115.621936,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.242227,144.179674,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.385144,143.241004,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.116596,144.633945,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.126685,145.869418,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.273901,141.600895,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.249691,144.217356,Rabbit,Oryctolagus cuniculus
2020,New South Wales,-34.351061,148.275905,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.182196,144.542476,Rabbit,Oryctolagus cuniculus
2024,New South Wales,-34.315897,150.921529,Rabbit,Oryctolagus cuniculus
2015,New South Wales,-30.943919,149.07656,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.279823,144.252282,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.155057,142.639106,Rabbit,Oryctolagus cuniculus
2009,Queensland,-25.34837,149.32291,Rabbit,Oryctolagus cuniculus
2019,Victoria,-36.674694,144.307808,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.253154,143.19718,Rabbit,Oryctolagus cuniculus
2025,Victoria,-37.978212,147.036985,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.7074,151.121118,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.193182,143.3103,Rabbit,Oryctolagus cuniculus
2020,Victoria,-34.955434,141.058295,Rabbit,Oryctolagus cuniculus
2022,Western Australia,-32.770137,115.666563,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.19414,144.557051,Rabbit,Oryctolagus cuniculus
2026,Victoria,-38.148148,145.249815,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-34.115318,150.724249,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.114859,144.634672,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.390775,143.278765,Rabbit,Oryctolagus cuniculus
2017,Queensland,-27.266825,152.06644,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.202089,143.099907,Rabbit,Oryctolagus cuniculus
2016,Victoria,-37.114336,142.711372,Rabbit,Oryctolagus cuniculus
2009,Victoria,-37.570986,144.75175,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.894855,144.449513,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-33.749063,151.158615,Rabbit,Oryctolagus cuniculus
2011,New South Wales,-31.558967,143.378477,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.116211,144.632404,Rabbit,Oryctolagus cuniculus
2018,Victoria,-36.593585,144.449242,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.331796,143.021354,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.120242,144.636403,Rabbit,Oryctolagus cuniculus
2009,South Australia,-27.20231,140.162929,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-34.109759,150.71672,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-33.996153,150.907241,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.482086,145.269285,Rabbit,Oryctolagus cuniculus
2021,Victoria,-34.930955,142.41864,Rabbit,Oryctolagus cuniculus
2026,Victoria,-38.03803,145.918132,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.696083,143.017602,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.500245,142.245019,Rabbit,Oryctolagus cuniculus
2011,Queensland,-17.640203,145.624788,Rabbit,Oryctolagus cuniculus
2017,Victoria,-34.913113,142.124167,Rabbit,Oryctolagus cuniculus
2018,Victoria,-36.249134,146.44979,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.279168,143.248783,Rabbit,Oryctolagus cuniculus
2009,Victoria,-38.165099,145.205827,Rabbit,Oryctolagus cuniculus
2009,Victoria,-36.08665,142.172248,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.251752,144.140041,Rabbit,Oryctolagus cuniculus
2017,New South Wales,-33.733999,151.216856,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.253957,144.219726,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.248028,144.204591,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.355792,143.272281,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.115693,144.634094,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.252205,144.1391,Rabbit,Oryctolagus cuniculus
2019,Victoria,-38.279721,144.260359,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.098795,144.051539,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-35.512903,150.399686,Rabbit,Oryctolagus cuniculus
2024,Victoria,-37.8053,147.79836,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.255763,144.219431,Rabbit,Oryctolagus cuniculus
2019,Victoria,-35.270401,141.590254,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.30506,144.377048,Rabbit,Oryctolagus cuniculus
2016,New South Wales,-33.71165,151.147456,Rabbit,Oryctolagus cuniculus
2009,New South Wales,-32.627232,151.613731,Rabbit,Oryctolagus cuniculus
2019,Victoria,-35.448949,142.168786,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.633751,115.621909,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.314143,144.356274,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.803312,115.690521,Rabbit,Oryctolagus cuniculus
2017,Victoria,-34.013488,140.975833,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.568554,142.81182,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.097627,144.048643,Rabbit,Oryctolagus cuniculus
2024,Western Australia,-32.639336,115.621174,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.107439,144.172767,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.229469,143.99318,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.279447,144.267683,Rabbit,Oryctolagus cuniculus
2019,Victoria,-35.268282,142.210659,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.253409,144.137898,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.019198,144.04163,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.089317,144.27112,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.515874,143.153232,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.136249,145.261329,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.696059,143.014406,Rabbit,Oryctolagus cuniculus
2017,Victoria,-35.247613,141.560302,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-33.702894,151.116524,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.182841,143.30174,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.139086,145.264423,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.419776,145.42856,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.99789,142.458776,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.306364,144.375554,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.25841,143.209087,Rabbit,Oryctolagus cuniculus
2017,Victoria,-35.061481,142.177175,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.227499,141.677178,Rabbit,Oryctolagus cuniculus
2020,Western Australia,-32.721985,117.194888,Rabbit,Oryctolagus cuniculus
2026,Victoria,-38.08776,144.26849,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-33.460652,151.43697,Rabbit,Oryctolagus cuniculus
2021,Victoria,-37.74992,145.1229,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.214942,141.678092,Rabbit,Oryctolagus cuniculus
2009,Tasmania,-41.549989,147.17504,Rabbit,Oryctolagus cuniculus
2019,Victoria,-38.190586,145.252739,Rabbit,Oryctolagus cuniculus
2009,New South Wales,-32.038148,141.717989,Rabbit,Oryctolagus cuniculus
2016,Victoria,-34.975662,142.18461,Rabbit,Oryctolagus cuniculus
2024,Victoria,-37.752743,145.097853,Rabbit,Oryctolagus cuniculus
2017,New South Wales,-33.964576,151.258478,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.25087,144.220169,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.072001,142.165825,Rabbit,Oryctolagus cuniculus
2023,Western Australia,-32.769507,115.666305,Rabbit,Oryctolagus cuniculus
2015,Victoria,-38.263743,144.618632,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-33.780973,142.909359,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.277806,144.262838,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.307196,142.069267,Rabbit,Oryctolagus cuniculus
2023,Western Australia,-32.633747,115.62193,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.391404,143.282931,Rabbit,Oryctolagus cuniculus
2023,South Australia,-35.012281,138.719201,Rabbit,Oryctolagus cuniculus
2015,Victoria,-38.391388,142.47448,Rabbit,Oryctolagus cuniculus
2016,Victoria,-35.579538,143.250644,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.242227,144.179674,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.096599,144.057106,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-36.681877,148.526552,Rabbit,Oryctolagus cuniculus
2024,Victoria,-37.811776,147.794062,Rabbit,Oryctolagus cuniculus
2021,Victoria,-34.978997,142.470906,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.038653,144.048364,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.154079,143.347762,Rabbit,Oryctolagus cuniculus
2009,Tasmania,-41.167412,146.551094,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.315145,144.286442,Rabbit,Oryctolagus cuniculus
2024,Western Australia,-32.509839,115.853869,Rabbit,Oryctolagus cuniculus
2021,Victoria,-35.98496,141.177267,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.234286,144.0508,Rabbit,Oryctolagus cuniculus
2014,Victoria,-38.252232,144.238679,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.03752,144.557505,Rabbit,Oryctolagus cuniculus
2017,Australian Capital Territory,-35.368091,149.121153,Rabbit,Oryctolagus cuniculus
2019,Victoria,-36.635702,144.338144,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.038571,144.048316,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.141307,145.237198,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.022848,144.03858,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.12433,145.867934,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.277656,143.244849,Rabbit,Oryctolagus cuniculus
2019,Victoria,-38.303842,144.374154,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.023775,144.053393,Rabbit,Oryctolagus cuniculus
2009,Western Australia,-33.731657,121.943479,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.229167,143.992439,Rabbit,Oryctolagus cuniculus
2009,South Australia,-27.326986,140.204296,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.749389,151.17096,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-32.929188,149.70869,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.734729,115.798615,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.000225,144.400601,Rabbit,Oryctolagus cuniculus
2021,Victoria,-37.984735,144.347297,Rabbit,Oryctolagus cuniculus
2023,Northern Territory,-25.236596,130.987649,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.255783,143.256017,Rabbit,Oryctolagus cuniculus
2009,Western Australia,-30.246167,117.072887,Rabbit,Oryctolagus cuniculus
2010,Australian Capital Territory,-35.28207,149.121718,Rabbit,Oryctolagus cuniculus
2017,Queensland,-27.76187,153.24908,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.251961,144.142186,Rabbit,Oryctolagus cuniculus
2024,Western Australia,-32.633767,115.621947,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.193453,144.557233,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-28.720867,114.670934,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.426437,144.171074,Rabbit,Oryctolagus cuniculus
2009,Queensland,-27.075233,152.374084,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.14019,145.269526,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.140397,143.361864,Rabbit,Oryctolagus cuniculus
2016,Queensland,-19.32549,146.75374,Rabbit,Oryctolagus cuniculus
2009,Queensland,-27.1405,150.866833,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.389967,143.238767,Rabbit,Oryctolagus cuniculus
2019,Victoria,-36.644208,144.322398,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.267484,144.46411,Rabbit,Oryctolagus cuniculus
2009,Queensland,-27.309922,151.737728,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.894253,144.448193,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.256604,143.227971,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.683685,142.95207,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.249001,143.296436,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.087907,144.267205,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.117433,144.631124,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.69439,145.805306,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.704375,143.008708,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.096318,144.044698,Rabbit,Oryctolagus cuniculus
2015,Victoria,-37.827584,145.436166,Rabbit,Oryctolagus cuniculus
2021,South Australia,-34.550501,138.83429,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.580525,143.20524,Rabbit,Oryctolagus cuniculus
2011,New South Wales,-34.75064,148.215179,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.247541,143.987101,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.288396,143.24255,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.098785,144.061285,Rabbit,Oryctolagus cuniculus
2018,Western Australia,-25.365162,116.473109,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.358388,143.264321,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-33.241784,149.15014,Rabbit,Oryctolagus cuniculus
2009,South Australia,-26.98349,140.97147,Rabbit,Oryctolagus cuniculus
2009,Victoria,-37.938867,145.221276,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.253839,143.206511,Rabbit,Oryctolagus cuniculus
2024,New South Wales,-33.72816,151.056956,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.315552,144.285591,Rabbit,Oryctolagus cuniculus
2022,Victoria,-37.984263,144.349465,Rabbit,Oryctolagus cuniculus
2016,Queensland,-28.221676,151.984091,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.365755,143.210412,Rabbit,Oryctolagus cuniculus
2009,New South Wales,-35.478329,149.176065,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.140446,145.270572,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.258496,144.279831,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.31266,144.360522,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.141062,143.375522,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.255672,143.255744,Rabbit,Oryctolagus cuniculus
2022,Western Australia,-33.57595,115.827287,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.276796,144.197071,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.4598,145.307538,Rabbit,Oryctolagus cuniculus
2021,Victoria,-38.087539,144.267567,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-33.997524,151.243171,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.18001,144.527111,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.501531,142.235995,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.97771,142.795735,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.25931,144.28128,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.897576,144.446108,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.258465,144.612255,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.425505,143.312594,Rabbit,Oryctolagus cuniculus
2020,Western Australia,-31.977677,116.053244,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.308409,144.371273,Rabbit,Oryctolagus cuniculus
2018,Victoria,-35.108144,142.451806,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.70123,142.986782,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.389465,143.286957,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.315156,144.287388,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.259082,144.281006,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.422775,141.427069,Rabbit,Oryctolagus cuniculus
2021,Western Australia,-33.895997,116.023728,Rabbit,Oryctolagus cuniculus
2025,New South Wales,-34.317839,150.907866,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.238905,144.348132,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-34.065124,150.767571,Rabbit,Oryctolagus cuniculus
2009,Victoria,-34.296934,142.070732,Rabbit,Oryctolagus cuniculus
2018,Victoria,-37.938719,144.14924,Rabbit,Oryctolagus cuniculus
2015,Victoria,-38.181839,144.502851,Rabbit,Oryctolagus cuniculus
2018,Victoria,-37.889264,147.682651,Rabbit,Oryctolagus cuniculus
2013,Victoria,-38.252232,144.238679,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-34.10463,150.718294,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.247176,144.205009,Rabbit,Oryctolagus cuniculus
2020,Western Australia,-32.802191,115.689935,Rabbit,Oryctolagus cuniculus
2022,New South Wales,-33.744566,151.154986,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.26568,143.172145,Rabbit,Oryctolagus cuniculus
2023,Northern Territory,-25.245399,130.991096,Rabbit,Oryctolagus cuniculus
2020,Western Australia,-32.786386,116.5499,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.312964,144.362158,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.25484,143.220194,Rabbit,Oryctolagus cuniculus
2023,Victoria,-38.281611,144.161459,Rabbit,Oryctolagus cuniculus
2020,New South Wales,-33.769375,142.996144,Rabbit,Oryctolagus cuniculus
2026,Western Australia,-32.633806,115.62199,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.022076,144.04331,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.521394,144.731093,Rabbit,Oryctolagus cuniculus
2021,Western Australia,-32.106806,116.103514,Rabbit,Oryctolagus cuniculus
2021,Victoria,-36.536792,142.927091,Rabbit,Oryctolagus cuniculus
2015,Queensland,-25.208979,152.625246,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.377436,143.242715,Rabbit,Oryctolagus cuniculus
2021,New South Wales,-33.593225,143.224695,Rabbit,Oryctolagus cuniculus
2024,Victoria,-37.715333,143.59207,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.221324,144.608428,Rabbit,Oryctolagus cuniculus
2018,New South Wales,-34.11058,150.716387,Rabbit,Oryctolagus cuniculus
2020,New South Wales,-34.655821,150.312361,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.784778,115.684947,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.021997,144.043574,Rabbit,Oryctolagus cuniculus
2009,New South Wales,-34.698719,142.500916,Rabbit,Oryctolagus cuniculus
2022,Victoria,-36.100476,147.112667,Rabbit,Oryctolagus cuniculus
2025,Victoria,-38.02144,144.042234,Rabbit,Oryctolagus cuniculus
2025,Western Australia,-32.611139,115.627481,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.08834,144.269372,Rabbit,Oryctolagus cuniculus
2018,Victoria,-38.206783,144.671338,Rabbit,Oryctolagus cuniculus
2023,New South Wales,-32.920376,151.369457,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.117285,144.631204,Rabbit,Oryctolagus cuniculus
2017,Western Australia,-31.715586,128.88617,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-35.517067,149.156055,Rabbit,Oryctolagus cuniculus
2015,Victoria,-38.181517,144.50846,Rabbit,Oryctolagus cuniculus
2022,Northern Territory,-25.242716,130.989749,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.345429,143.27663,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.262197,144.479342,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.445936,151.326645,Rabbit,Oryctolagus cuniculus
2019,Victoria,-36.635848,144.33815,Rabbit,Oryctolagus cuniculus
2019,Victoria,-34.96235,141.059168,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.111244,144.170766,Rabbit,Oryctolagus cuniculus
2021,South Australia,-35.289982,138.445841,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.138895,145.272814,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.387922,143.26809,Rabbit,Oryctolagus cuniculus
2021,Victoria,-34.542973,142.283056,Rabbit,Oryctolagus cuniculus
2023,Victoria,-37.896273,144.449353,Rabbit,Oryctolagus cuniculus
2024,Victoria,-38.096539,144.056773,Rabbit,Oryctolagus cuniculus
2022,Victoria,-38.52597,145.34245,Rabbit,Oryctolagus cuniculus
2016,Victoria,-38.200921,144.674059,Rabbit,Oryctolagus cuniculus
2019,Western Australia,-32.874787,115.704514,Rabbit,Oryctolagus cuniculus
2020,Victoria,-36.704103,144.284187,Rabbit,Oryctolagus cuniculus
2016,Victoria,-37.307951,142.75708,Rabbit,Oryctolagus cuniculus
2017,Victoria,-38.317475,144.347982,Rabbit,Oryctolagus cuniculus
2013,Victoria,-38.252232,144.238679,Rabbit,Oryctolagus cuniculus
2024,New South Wales,-35.06878,150.6499,Rabbit,Oryctolagus cuniculus
2020,Victoria,-38.089007,144.27063,Rabbit,Oryctolagus cuniculus
2023,South Australia,-35.010171,138.534442,Rabbit,Oryctolagus cuniculus
2019,New South Wales,-33.14543,143.374431,Rabbit,Oryctolagus cuniculus
